post_id,likes,comments,shares,followers,engagement_rate,growth rate,engagement,Clause 1,Clause 2,Combined,Label
IG0000342,26344,4145,1451,1917559,1.67,0.028421551,31940,,,,unlabeled
IG0000343,160740,1419,586,1812547,8.98,0.009875606,162745,,,,unlabeled
IG0000344,163912,3111,918,508322,33.04,0.106231877,167941,,,,unlabeled
IG0000345,110047,9992,405,356376,33.8,0.074640268,120444,,,,unlabeled
IG0000346,123916,2104,1376,1334038,9.55,0.037255311,127396,,,,unlabeled
IG0000347,39902,8206,4814,1680672,3.15,0.032784505,52922,,,,unlabeled
IG0000348,46591,7395,630,1947925,2.8,0.041172016,54616,,,,unlabeled
IG0000349,3332,5321,3182,1634070,0.72,0.031088019,11835,,,,unlabeled
IG0000350,7180,70,177,1140406,0.65,0.026131045,7427,,,,unlabeled
IG0000351,28781,7766,1869,334687,11.48,0.289225455,38416,,,,unlabeled
IG0000352,79511,6656,4865,1261935,7.21,0.013709105,91032,,,,unlabeled
IG0000353,10706,2212,1523,1511476,0.96,0.048032519,14441,,,,unlabeled
IG0000354,160236,342,2635,251615,64.87,0.153408978,163213,1,0,1,fraud
IG0000355,136679,8906,2584,1504365,9.85,0.039219205,148169,,,,unlabeled
IG0000356,41270,6884,2650,1215387,4.18,0.0303607,50804,,,,unlabeled
IG0000357,6934,2295,1861,1352538,0.82,0.031200602,11090,,,,unlabeled
IG0000358,60006,1850,2962,1548657,4.19,0.032156895,64818,,,,unlabeled
IG0000359,30106,7577,1446,527751,7.41,0.034106994,39129,,,,unlabeled
IG0000360,138617,9670,883,1924296,7.75,0.043236591,149170,,,,unlabeled
IG0000361,196587,5619,938,399238,50.88,0.219668468,203144,1,0,1,fraud
IG0000362,187182,9372,3533,1760326,11.37,0.024143255,200087,,,,unlabeled
IG0000363,18536,3191,362,1619507,1.36,0.022105493,22089,,,,unlabeled
IG0000364,117436,8831,2761,1728147,7.47,0.048664842,129028,,,,unlabeled
IG0000365,94654,787,2925,1579587,6.23,0.046404535,98366,,,,unlabeled
IG0000366,88490,4741,3202,1313678,7.34,0.060136502,96433,,,,unlabeled
IG0000367,104684,6139,1863,1186895,9.49,0.063021582,112686,,,,unlabeled
IG0000368,59765,2061,2702,967392,6.67,0.063159505,64528,,,,unlabeled
IG0000369,115927,5140,757,1435455,8.49,0.068062043,121824,,,,unlabeled
IG0000370,60073,2709,355,1832533,3.45,0.03317812,63137,,,,unlabeled
IG0000371,121589,3994,243,174596,72.07,0.045247314,125826,1,0,1,fraud
IG0000372,100483,5771,1493,51930,207.49,1.66955517,107747,1,0,1,fraud
IG0000373,34311,42,1935,798178,4.55,0.00375856,36288,,,,unlabeled
IG0000374,128433,59,1883,463214,28.15,0.181341669,130375,,,,unlabeled
IG0000375,170382,7393,532,201259,88.6,0.477494174,178307,1,0,1,fraud
IG0000376,170631,3543,4791,75903,235.78,0.588909529,178965,1,0,1,fraud
IG0000377,69744,2135,4512,884313,8.64,0.03392464,76391,,,,unlabeled
IG0000378,29720,3001,860,307432,10.92,0.265749824,33581,,,,unlabeled
IG0000379,185097,4946,3443,586852,32.97,0.140921391,193486,,,,unlabeled
IG0000380,116401,7781,2390,856336,14.78,0.084779806,126572,,,,unlabeled
IG0000381,2311,8570,1627,1008971,1.24,0.076513597,12508,,,,unlabeled
IG0000382,68817,2937,4310,1473326,5.16,0.034615557,76064,,,,unlabeled
IG0000383,14480,3961,4444,1783899,1.28,0.045966728,22885,,,,unlabeled
IG0000384,37450,9721,4824,890594,5.84,0.09645248,51995,,,,unlabeled
IG0000385,64107,1868,606,565934,11.76,0.172104874,66581,,,,unlabeled
IG0000386,106474,9794,2886,995689,11.97,0.04097665,119154,,,,unlabeled
IG0000387,182335,4661,4796,1448527,13.24,0.024990905,191792,,,,unlabeled
IG0000388,63047,1211,1842,1472426,4.49,0.05575832,66100,,,,unlabeled
IG0000389,180234,650,390,456462,39.71,0.071857022,181274,,,,unlabeled
IG0000390,104154,1241,4332,1326936,8.27,0.042202488,109727,,,,unlabeled
IG0000391,101706,5362,2825,1146665,9.58,0.042994249,109893,,,,unlabeled
IG0000392,42232,9502,1202,1375827,3.85,0.03372517,52936,,,,unlabeled
IG0000393,134879,1763,3219,500017,27.97,0.046198429,139861,,,,unlabeled
IG0000394,83724,9958,4666,137009,71.78,0.173711216,98348,1,0,1,fraud
IG0000395,14674,939,1739,349915,4.96,0.130603146,17352,,,,unlabeled
IG0000396,168610,7272,1158,363051,48.76,0.235228659,177040,1,0,1,fraud
IG0000397,65367,5009,159,773649,9.12,0.033606972,70535,,,,unlabeled
IG0000398,180434,5947,3486,574170,33.07,0.036574534,189867,,,,unlabeled
IG0000399,39202,9891,185,300121,16.42,0.108956054,49278,,,,unlabeled
IG0000400,166298,8357,1303,1824301,9.65,0.008770483,175958,,,,unlabeled
IG0000401,19459,7750,3684,738519,4.18,0.040486433,30893,,,,unlabeled
IG0000402,18110,5350,1185,50584,48.72,1.079392693,24645,1,0,1,fraud
IG0000403,197989,1054,4526,219458,92.76,0.103436648,203569,1,0,1,fraud
IG0000404,85658,672,1826,65379,134.84,0.033649949,88156,1,0,1,fraud
IG0000405,174222,4917,2588,1908474,9.52,0.049725592,181727,,,,unlabeled
IG0000406,138447,6595,994,373566,39.09,0.014722967,146036,,,,unlabeled
IG0000407,10289,5394,1946,1988589,0.89,0.02604862,17629,,,,unlabeled
IG0000408,31936,6875,3823,1804584,2.36,0.007093047,42634,,,,unlabeled
IG0000409,107962,4523,1704,1946296,5.87,0.045470987,114189,,,,unlabeled
IG0000410,43352,4591,3965,182326,28.47,0.372958327,51908,,,,unlabeled
IG0000411,197669,6850,3214,1626876,12.77,0.050833622,207733,,,,unlabeled
IG0000412,14473,1622,2921,1330971,1.43,0.05229265,19016,,,,unlabeled
IG0000413,189422,8459,4468,1350190,14.99,0.036291189,202349,,,,unlabeled
IG0000414,121136,9958,1441,41011,323.17,0.348686938,132535,1,0,1,fraud
IG0000415,135581,662,2618,682439,20.35,0.068284491,138861,,,,unlabeled
IG0000416,7936,8252,3941,1534935,1.31,0.035701838,20129,,,,unlabeled
IG0000417,54101,5703,4673,660820,9.76,0.141188221,64477,,,,unlabeled
IG0000418,36886,3023,2092,952854,4.41,0.053208571,42001,,,,unlabeled
IG0000419,173291,7412,3638,1968186,9.37,0.038360196,184341,,,,unlabeled
IG0000420,88664,1728,2048,337010,27.43,0.05222397,92440,,,,unlabeled
IG0000421,75603,5967,823,868615,9.49,0.074371269,82393,,,,unlabeled
IG0000422,11406,8057,1957,80019,26.77,0.043739612,21420,,,,unlabeled
IG0000423,65169,4596,2972,470188,15.47,0.082520183,72737,,,,unlabeled
IG0000424,1246,9364,3163,1042388,1.32,0.032041812,13773,,,,unlabeled
IG0000425,132193,1395,838,1796389,7.48,0.047929485,134426,,,,unlabeled
IG0000426,177316,8764,3353,1659683,11.41,0.05049157,189433,,,,unlabeled
IG0000427,79375,9738,2220,313242,29.16,0.035755103,91333,,,,unlabeled
IG0000428,138257,787,3529,500937,28.46,0.134947109,142573,,,,unlabeled
IG0000429,177400,1887,1191,1530913,11.79,0.017440573,180478,,,,unlabeled
IG0000430,98529,7746,3470,1836210,5.98,0.00648074,109745,,,,unlabeled
IG0000431,12588,8451,411,1458667,1.47,0.053884814,21450,,,,unlabeled
IG0000432,45916,5036,2082,284400,18.65,0.295007032,53034,,,,unlabeled
IG0000433,189228,5857,1380,1510559,13.01,0.022375822,196465,,,,unlabeled
IG0000434,81753,4829,1364,1118733,7.86,0.04460403,87946,,,,unlabeled
IG0000435,161770,641,3199,341325,48.52,0.099904783,165610,1,0,1,fraud
IG0000436,66535,9698,1763,1524853,5.11,0.004262706,77996,,,,unlabeled
IG0000437,146739,3043,1199,938114,16.09,0.019827015,150981,,,,unlabeled
IG0000438,167744,3039,992,1991453,8.63,0.012704292,171775,,,,unlabeled
IG0000439,133680,1328,1940,1974461,6.94,0.00030388,136948,,,,unlabeled
IG0000440,99718,8279,2667,1740937,6.36,0.004710107,110664,,,,unlabeled
IG0000441,82328,180,3261,1870175,4.59,0.019356477,85769,,,,unlabeled
IG0000442,84146,2424,4334,1405396,6.47,0.056069606,90904,,,,unlabeled
IG0000443,1673,8266,2553,1541776,0.81,0.010247922,12492,,,,unlabeled
IG0000444,48487,2736,3647,214450,25.59,0.282583353,54870,,,,unlabeled
IG0000445,105175,8607,912,501918,22.85,0.120936089,114694,,,,unlabeled
IG0000446,136909,1305,1299,448034,31.14,0.004017552,139513,,,,unlabeled
IG0000447,11587,8319,949,1700053,1.23,0.051586627,20855,,,,unlabeled
IG0000448,62228,9460,728,1730198,4.19,0.052017168,72416,,,,unlabeled
IG0000449,121076,6407,3842,210321,62.44,0.016641229,131325,1,0,1,fraud
IG0000450,106493,1794,4385,335428,33.59,0.028023898,112672,,,,unlabeled
IG0000451,151444,4866,4526,1164692,13.81,0.072723089,160836,,,,unlabeled
IG0000452,108676,3133,3874,1979125,5.85,0.016724563,115683,,,,unlabeled
IG0000453,194553,8676,4057,1408134,14.72,0.065263675,207286,,,,unlabeled
IG0000454,65438,6545,4644,437053,17.53,0.135681485,76627,,,,unlabeled
IG0000455,111558,9447,1110,1350217,9.04,0.0532507,122115,,,,unlabeled
IG0000456,28701,5403,3599,1040012,3.63,0.088748976,37703,,,,unlabeled
IG0000457,136371,1511,4167,353101,40.23,0.14415139,142049,1,0,1,fraud
IG0000458,42814,436,94,1213504,3.57,0.041615026,43344,,,,unlabeled
IG0000459,21622,8311,1296,1453020,2.15,0.05973765,31229,,,,unlabeled
IG0000460,108373,8694,267,1443196,8.13,0.029794983,117334,,,,unlabeled
IG0000461,103158,4857,827,527270,20.64,0.011379369,108842,,,,unlabeled
IG0000462,173442,9369,829,1986601,9.24,0.005990131,183640,,,,unlabeled
IG0000463,73236,1342,3129,313577,24.78,0.003189009,77707,,,,unlabeled
IG0000464,27527,3701,2630,893505,3.79,0.083155662,33858,,,,unlabeled
IG0000465,2960,9760,4524,1236235,1.39,0.035268375,17244,,,,unlabeled
IG0000466,140062,3685,17,28842,498.45,2.784134249,143764,1,0,1,fraud
IG0000467,177017,9997,2744,1375647,13.79,0.017591722,189758,,,,unlabeled
IG0000468,98274,8334,100,571694,18.67,0.0783636,106708,,,,unlabeled
IG0000469,169384,7528,1967,1921745,9.31,0.030597192,178879,,,,unlabeled
IG0000470,148237,450,1377,460404,32.59,0.079278199,150064,,,,unlabeled
IG0000471,72641,6618,1115,1911002,4.21,0.047357355,80374,,,,unlabeled
IG0000472,159535,210,2571,1864601,8.71,0.038399636,162316,,,,unlabeled
IG0000473,239,6092,720,654234,1.08,0.119834799,7051,,,,unlabeled
IG0000474,113863,8476,2864,1640238,7.63,0.013900422,125203,,,,unlabeled
IG0000475,38460,660,1595,1907062,2.13,0.018877205,40715,,,,unlabeled
IG0000476,30460,3089,1765,1881341,1.88,0.043373317,35314,,,,unlabeled
IG0000477,54982,4275,3296,765972,8.17,0.009922034,62553,,,,unlabeled
IG0000478,188818,3153,3765,1637615,11.95,0.029860498,195736,,,,unlabeled
IG0000479,67800,3230,108,561480,12.67,0.096886799,71138,,,,unlabeled
IG0000480,68735,8697,2604,79666,100.46,0.833479778,80036,1,0,1,fraud
IG0000481,177497,5857,3494,1314082,14.22,0.011186517,186848,,,,unlabeled
IG0000482,30437,4973,2803,1114523,3.43,0.041362987,38213,,,,unlabeled
IG0000483,83209,9635,3556,351837,27.4,0.215724895,96400,,,,unlabeled
IG0000484,102450,334,4679,1934745,5.55,0.016953139,107463,,,,unlabeled
IG0000485,160451,409,4808,40947,404.59,1.802329841,165668,1,0,1,fraud
IG0000486,32803,5654,3199,935824,4.45,0.0575963,41656,,,,unlabeled
IG0000487,139798,6127,4198,378597,39.65,0.030111174,150123,,,,unlabeled
IG0000488,52862,227,1660,1867552,2.93,0.001392197,54749,,,,unlabeled
IG0000489,197518,9144,3837,1566691,13.44,0.029616561,210499,,,,unlabeled
IG0000490,2553,6138,4945,840786,1.62,0.058754546,13636,,,,unlabeled
IG0000491,197570,5526,4681,521294,39.86,0.106849494,207777,,,,unlabeled
IG0000492,24560,9957,3390,1283729,2.95,0.055307623,37907,,,,unlabeled
IG0000493,171484,8081,2629,1491018,12.22,0.031857429,182194,,,,unlabeled
IG0000494,198792,1610,647,733508,27.41,0.037627401,201049,,,,unlabeled
IG0000495,2208,8312,860,1395458,0.82,0.019061842,11380,,,,unlabeled
IG0000496,39020,9491,938,112145,44.09,0.751705381,49449,1,0,1,fraud
IG0000497,178344,3107,3372,401953,45.98,0.102001975,184823,1,0,1,fraud
IG0000498,49617,9439,3872,1802199,3.49,0.010265237,62928,,,,unlabeled
IG0000499,161784,7189,544,49352,343.49,0.026341384,169517,1,0,1,fraud
IG0000500,124980,3715,4703,1714206,7.78,0.009450439,133398,,,,unlabeled
IG0000501,188449,2654,1106,797097,24.11,0.042529328,192209,,,,unlabeled
IG0000502,47292,2186,3098,1668132,3.15,0.001678524,52576,,,,unlabeled
IG0000503,130633,7828,2843,1456163,9.7,0.058372586,141304,,,,unlabeled
IG0000504,137696,9243,2544,1173996,12.73,0.068484049,149483,,,,unlabeled
IG0000505,7894,5209,75,1238985,1.06,0.013559486,13178,,,,unlabeled
IG0000506,136368,7741,3340,687632,21.44,0.093800172,147449,,,,unlabeled
IG0000507,121186,3132,912,1731346,7.23,0.03419305,125230,,,,unlabeled
IG0000508,162559,4564,1869,1080390,15.64,0.009441035,168992,,,,unlabeled
IG0000509,95457,9811,3111,1382500,7.84,0.057576854,108379,,,,unlabeled
IG0000510,12114,1658,2284,164647,9.75,0.374741113,16056,,,,unlabeled
IG0000511,194120,9587,4368,1816860,11.45,0.006054402,208075,,,,unlabeled
IG0000512,70375,1787,2122,337938,21.98,0.223709675,74284,,,,unlabeled
IG0000513,49146,4499,1568,563406,9.8,0.087680997,55213,,,,unlabeled
IG0000514,143125,9136,3640,154976,100.6,0.562022507,155901,1,0,1,fraud
IG0000515,181174,7380,545,736875,25.66,0.109923664,189099,,,,unlabeled
IG0000516,75427,2614,3100,1867687,4.34,0.015955564,81141,,,,unlabeled
IG0000517,167230,2648,1419,1525098,11.23,0.053111341,171297,,,,unlabeled
IG0000518,93620,9544,1045,1505719,6.92,0.053396417,104209,,,,unlabeled
IG0000519,75267,2192,939,664242,11.8,0.029657866,78398,,,,unlabeled
IG0000520,26545,2787,715,585726,5.13,0.083144679,30047,,,,unlabeled
IG0000521,165452,8860,4451,721630,24.77,0.03242659,178763,,,,unlabeled
IG0000522,94824,4515,3916,632195,16.33,0.061689827,103255,,,,unlabeled
IG0000523,189232,6855,1329,1594374,12.38,0.043716217,197416,,,,unlabeled
IG0000524,192263,4826,2046,123760,160.9,0.147866839,199135,1,0,1,fraud
IG0000525,36823,1194,195,614197,6.22,0.014978907,38212,,,,unlabeled
IG0000526,63842,9579,2360,959406,7.9,0.031894735,75781,,,,unlabeled
IG0000527,192020,1074,16,1088977,17.73,0.07125954,193110,,,,unlabeled
IG0000528,26239,2749,3098,721870,4.44,0.137143807,32086,,,,unlabeled
IG0000529,3981,3583,1094,507153,1.71,0.190869422,8658,,,,unlabeled
IG0000530,24056,2497,1026,1855843,1.49,0.005765574,27579,,,,unlabeled
IG0000531,78557,7104,3110,489828,18.12,0.06879966,88771,,,,unlabeled
IG0000532,133579,8000,3647,1486890,9.77,0.048154201,145226,,,,unlabeled
IG0000533,187255,9051,168,1816294,10.82,0.016021635,196474,,,,unlabeled
IG0000534,181986,7773,3891,1453947,13.32,0.0411982,193650,,,,unlabeled
IG0000535,170255,8984,1966,27011,670.86,3.617044908,181205,1,0,1,fraud
IG0000536,107347,1652,4564,1502927,7.56,0.019029534,113563,,,,unlabeled
IG0000537,151511,2726,2428,1073305,14.6,0.055156736,156665,,,,unlabeled
IG0000538,124283,622,1961,1248185,10.16,0.041340026,126866,,,,unlabeled
IG0000539,11783,9242,3195,1383615,1.75,0.050230736,24220,,,,unlabeled
IG0000540,42705,6551,4156,878422,6.08,0.098472033,53412,,,,unlabeled
IG0000541,87677,7221,1613,559208,17.26,0.091021588,96511,,,,unlabeled
IG0000542,187406,4168,207,1707302,11.23,0.055760492,191781,,,,unlabeled
IG0000543,161468,8212,4111,1343116,12.94,0.070358778,173791,,,,unlabeled
IG0000544,137039,1022,1580,794176,17.58,0.059180836,139641,,,,unlabeled
IG0000545,183508,1138,4342,933933,20.24,0.067242511,188988,,,,unlabeled
IG0000546,177163,4731,716,859839,21.24,0.011164881,182610,,,,unlabeled
IG0000547,62285,9173,1601,1881289,3.88,0.012597745,73059,,,,unlabeled
IG0000548,130305,2598,446,421971,31.6,0.084365987,133349,,,,unlabeled
IG0000549,173956,7471,2064,38425,477.53,1.022771633,183491,1,0,1,fraud
IG0000550,26100,1072,952,1251020,2.25,0.040127256,28124,,,,unlabeled
IG0000551,11159,243,4996,1907736,0.86,0.005556324,16398,,,,unlabeled
IG0000552,45003,1124,4503,1042633,4.86,0.002110043,50630,,,,unlabeled
IG0000553,84429,4303,3442,644961,14.29,0.127914711,92174,,,,unlabeled
IG0000554,177788,9544,615,1045010,17.99,0.050908604,187947,,,,unlabeled
IG0000555,65956,777,4921,1624865,4.41,0.01618596,71654,,,,unlabeled
IG0000556,50729,5169,1515,94640,60.66,1.001690617,57413,1,0,1,fraud
IG0000557,150602,1523,264,1624461,9.38,0.044383953,152389,,,,unlabeled
IG0000558,120441,6715,796,1306006,9.8,0.058422396,127952,,,,unlabeled
IG0000559,143933,8875,1169,1104483,13.94,0.068538855,153977,,,,unlabeled
IG0000560,170264,9379,1182,1722595,10.5,0.049866626,180825,,,,unlabeled
IG0000561,46850,6741,2834,1052554,5.36,0.016246197,56425,,,,unlabeled
IG0000562,123123,9998,1963,1274290,10.6,0.060582756,135084,,,,unlabeled
IG0000563,120764,8288,878,1990700,6.53,0.043351585,129930,,,,unlabeled
IG0000564,21160,5241,4970,1247210,2.52,0.037684111,31371,,,,unlabeled
IG0000565,78202,3652,1907,1522095,5.5,0.035411719,83761,,,,unlabeled
IG0000566,197777,6519,823,1682217,12.19,0.001070017,205119,,,,unlabeled
IG0000567,122076,8663,2128,1584788,8.38,0.03249646,132867,,,,unlabeled
IG0000568,168503,8681,639,6151,2890.96,9.039180621,177823,1,0,1,fraud
IG0000569,22991,7631,2181,26039,125.98,3.648373593,32803,1,0,1,fraud
IG0000570,27288,1107,1584,588030,5.1,0.082818904,29979,,,,unlabeled
IG0000571,126511,2096,1338,154391,84.17,0.408054874,129945,1,0,1,fraud
IG0000572,67951,8201,718,843407,9.11,0.066041662,76870,,,,unlabeled
IG0000573,181046,1606,2062,687749,26.86,0.14511108,184714,,,,unlabeled
IG0000574,166088,3103,4947,433495,40.17,0.211767148,174138,1,0,1,fraud
IG0000575,106568,7249,3914,1446190,8.14,0.002696741,117731,,,,unlabeled
IG0000576,194178,2741,3514,779464,25.71,0.04798169,200433,,,,unlabeled
IG0000577,178397,1589,1332,575148,31.53,0.049378595,181318,,,,unlabeled
IG0000578,32501,9881,1539,964584,4.55,0.058159787,43921,,,,unlabeled
IG0000579,85844,9259,1815,1703252,5.69,0.042683056,96918,,,,unlabeled
IG0000580,76160,358,1805,1550739,5.05,0.052233161,78323,,,,unlabeled
IG0000581,70198,5102,3002,919829,8.51,0.045986808,78302,,,,unlabeled
IG0000582,160511,6411,3347,1742679,9.77,0.031445837,170269,,,,unlabeled
IG0000583,123915,1515,315,1799584,6.99,0.00972447,125745,,,,unlabeled
IG0000584,3399,1510,4633,976865,0.98,0.037876267,9542,,,,unlabeled
IG0000585,43373,8376,1083,1467862,3.6,0.054705415,52832,,,,unlabeled
IG0000586,31493,1701,2202,1490254,2.38,0.041402338,35396,,,,unlabeled
IG0000587,103493,2216,3213,824998,13.2,0.014424277,108922,,,,unlabeled
IG0000588,77582,2999,1905,1932689,4.27,0.013556242,82486,,,,unlabeled
IG0000589,101365,5935,1627,723322,15.06,0.073411288,108927,,,,unlabeled
IG0000590,1907,8237,1931,590469,2.04,0.085525235,12075,,,,unlabeled
IG0000591,104407,5087,3132,194464,57.92,0.194380451,112626,1,0,1,fraud
IG0000592,31846,5544,1323,1209682,3.2,0.021162587,38713,,,,unlabeled
IG0000593,82997,7872,1146,400265,22.99,0.013491062,92015,,,,unlabeled
IG0000594,120439,7632,1290,297046,43.55,0.037704598,129361,1,0,1,fraud
IG0000595,102512,7198,4777,996062,11.49,0.06465461,114487,,,,unlabeled
IG0000596,60633,358,2238,804953,7.85,0.015777319,63229,,,,unlabeled
IG0000597,106054,4890,3961,595139,19.31,0.00991365,114905,,,,unlabeled
IG0000598,37529,5660,4236,1478265,3.21,0.053441027,47425,,,,unlabeled
IG0000599,176471,9738,4305,1880171,10.13,0.002393399,190514,,,,unlabeled
IG0000600,98360,7587,3068,308178,35.37,0.027256975,109015,,,,unlabeled
IG0000601,178095,4792,388,1179279,15.54,0.007874127,183275,,,,unlabeled
IG0000602,17204,8188,586,1485879,1.75,0.007874127,25978,,,,unlabeled
IG0000603,2633,9378,4489,1396841,1.18,0.001646573,16500,,,,unlabeled
IG0000604,45427,2211,1380,1559153,3.14,0.003527556,49018,,,,unlabeled
IG0000605,115565,999,1128,172685,68.15,0.52349654,117692,1,0,1,fraud
IG0000606,52429,5840,4894,1824110,3.46,0.032509004,63163,,,,unlabeled
IG0000607,152123,3896,2678,1518990,10.45,0.027189119,158697,,,,unlabeled
IG0000608,96147,9509,3917,1594623,6.87,0.000376264,109573,,,,unlabeled
IG0000609,8192,1349,1463,1328557,0.83,0.031989595,11004,,,,unlabeled
IG0000610,149248,8652,2748,1343335,11.96,0.036476382,160648,,,,unlabeled
IG0000611,69938,2964,1355,1270976,5.84,0.070260965,74257,,,,unlabeled
IG0000612,113226,9640,684,1509324,8.19,0.037698996,123550,,,,unlabeled
IG0000613,106140,981,3397,317531,34.81,0.205019352,110518,,,,unlabeled
IG0000614,192922,8044,1772,493513,41.08,0.102732856,202738,1,0,1,fraud
IG0000615,112087,5187,2043,1772103,6.73,0.050448535,119317,,,,unlabeled
IG0000616,73926,339,1456,908306,8.34,0.023780532,75721,,,,unlabeled
IG0000617,82828,2027,4654,1963635,4.56,0.05006022,89509,,,,unlabeled
IG0000618,67149,5682,1443,332994,22.3,0.197300852,74274,,,,unlabeled
IG0000619,45859,3464,2355,1810110,2.85,0.000110491,51678,,,,unlabeled
IG0000620,123189,1300,3266,415517,30.75,0.160522915,127755,,,,unlabeled
IG0000621,50973,6295,636,1747347,3.31,0.041663161,57904,,,,unlabeled
IG0000622,191620,3299,4288,402673,49.47,0.148010917,199207,1,0,1,fraud
IG0000623,16599,2889,138,799979,2.45,0.016500433,19626,,,,unlabeled
IG0000624,199482,4864,3036,299313,69.29,0.108581986,207382,1,0,1,fraud
IG0000625,88159,9045,276,1859601,5.24,0.047752179,97480,,,,unlabeled
IG0000626,41920,3076,2206,127617,36.99,0.611203836,47202,,,,unlabeled
IG0000627,123912,5780,4618,658345,20.4,0.08749212,134310,,,,unlabeled
IG0000628,28954,4030,2416,1685121,2.1,0.032638606,35400,,,,unlabeled
IG0000629,57236,9265,1364,1469112,4.62,0.032264388,67865,,,,unlabeled
